Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
2,Payment,1547805071.110750,85707,6,0
2,Payment,1547805071.110755,85775,9,0
1,NewOrder,1547805071.110879,85669,5,0
2,Payment,1547805071.110913,85634,7,0
2,Payment,1547805071.110922,85640,4,0
4,Delivery,1547805071.111094,85453,3,0
2,Payment,1547805071.186105,19045,0,0
1,NewOrder,1547805071.186105,19045,1,0
1,NewOrder,1547805071.186183,18979,2,0
2,Payment,1547805071.196472,18213,6,0
2,Payment,1547805071.196513,18131,8,0
1,NewOrder,1547805071.196543,18140,9,0
4,Delivery,1547805071.196559,27100,7,0
2,Payment,1547805071.196560,18107,5,0
2,Payment,1547805071.196560,18121,3,0
5,StockLevel,1547805071.196579,6813,4,0
2,Payment,1547805071.203413,11236,4,0
1,NewOrder,1547805071.205161,18551,1,0
2,Payment,1547805071.205163,18509,0,0
3,OrderStatus,1547805071.205170,2130,2,0
5,StockLevel,1547805071.207311,4880,2,0
2,Payment,1547805071.212209,11416,2,0
1,NewOrder,1547805071.214671,26902,4,0
1,NewOrder,1547805071.214671,18019,8,0
2,Payment,1547805071.214681,18000,5,0
2,Payment,1547805071.214697,17984,9,0
3,OrderStatus,1547805071.214701,1832,6,0
2,Payment,1547805071.214711,18015,3,0
1,NewOrder,1547805071.216546,25004,6,0
2,Payment,1547805071.223646,17908,2,0
2,Payment,1547805071.223670,17905,7,0
1,NewOrder,1547805071.223681,26667,0,0
2,Payment,1547805071.223733,17817,1,0
2,Payment,1547805071.232712,17702,5,0
1,NewOrder,1547805071.232713,17623,8,0
2,Payment,1547805071.232713,17639,9,0
1,NewOrder,1547805071.232740,17607,3,0
1,NewOrder,1547805071.241576,17614,6,0
1,NewOrder,1547805071.241580,27034,2,0
1,NewOrder,1547805071.241582,17599,1,0
2,Payment,1547805071.241599,17580,7,0
2,Payment,1547805071.241604,17569,4,0
1,NewOrder,1547805071.250350,18204,8,0
1,NewOrder,1547805071.250368,18215,9,0
3,OrderStatus,1547805071.250376,1934,0,0
1,NewOrder,1547805071.250384,18202,3,0
2,Payment,1547805071.250424,18292,5,0
2,Payment,1547805071.252324,16260,0,0
2,Payment,1547805071.259187,18100,4,0
2,Payment,1547805071.259190,18104,7,0
2,Payment,1547805071.259191,18022,1,0
1,NewOrder,1547805071.259199,18011,6,0
2,Payment,1547805071.268577,18078,8,0
3,OrderStatus,1547805071.268601,4446,3,0
4,Delivery,1547805071.268613,27448,9,0
2,Payment,1547805071.268613,18095,0,0
1,NewOrder,1547805071.268623,18085,2,0
2,Payment,1547805071.268728,17953,5,0
2,Payment,1547805071.273060,13635,3,0
1,NewOrder,1547805071.277228,27606,1,0
1,NewOrder,1547805071.277229,18837,6,0
1,NewOrder,1547805071.277304,18783,4,0
1,NewOrder,1547805071.277308,18751,7,0
