Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
2,Payment,1547805707.303242,553004,0,0
2,Payment,1547805707.303283,552990,5,0
4,Delivery,1547805707.303525,552732,6,0
2,Payment,1547805707.303817,552684,9,0
2,Payment,1547805707.821775,135221,4,0
1,NewOrder,1547805707.822023,135084,1,0
1,NewOrder,1547805707.822034,135020,2,0
1,NewOrder,1547805707.822069,145211,7,0
2,Payment,1547805707.822135,134874,8,0
1,NewOrder,1547805707.856205,110606,3,0
2,Payment,1547805707.856257,110590,0,0
2,Payment,1547805707.856268,110606,6,0
3,OrderStatus,1547805707.856284,84346,5,0
2,Payment,1547805707.856510,110301,9,0
1,NewOrder,1547805707.940651,26331,5,0
2,Payment,1547805707.957017,26567,4,0
2,Payment,1547805707.957019,26590,8,0
2,Payment,1547805707.957071,26590,2,0
2,Payment,1547805707.957120,26514,1,0
2,Payment,1547805707.966825,50946,9,0
1,NewOrder,1547805707.966825,50776,3,0
3,OrderStatus,1547805707.966856,1733,0,0
2,Payment,1547805707.966885,50816,6,0
2,Payment,1547805707.966996,50640,5,0
1,NewOrder,1547805707.967292,50795,7,0
2,Payment,1547805707.968603,49016,0,0
1,NewOrder,1547805707.983595,43671,4,0
1,NewOrder,1547805707.983618,43649,8,0
2,Payment,1547805707.983649,43789,1,0
2,Payment,1547805707.983673,43635,2,0
5,StockLevel,1547805708.017623,3413,3,0
3,OrderStatus,1547805708.017630,2649,0,0
1,NewOrder,1547805708.017645,20311,5,0
1,NewOrder,1547805708.017710,20358,6,0
1,NewOrder,1547805708.017780,20168,9,0
1,NewOrder,1547805708.018102,20064,7,0
1,NewOrder,1547805708.020304,27449,0,0
4,Delivery,1547805708.021045,26799,3,0
2,Payment,1547805708.027289,20430,4,0
2,Payment,1547805708.027290,20440,8,0
2,Payment,1547805708.027317,20416,2,0
1,NewOrder,1547805708.027452,30230,1,0
1,NewOrder,1547805708.037969,19574,9,0
1,NewOrder,1547805708.037970,19551,5,0
1,NewOrder,1547805708.038076,19484,6,0
1,NewOrder,1547805708.038173,19371,7,0
2,Payment,1547805708.047741,23097,8,0
1,NewOrder,1547805708.047741,23028,4,0
1,NewOrder,1547805708.047746,23103,2,0
1,NewOrder,1547805708.047769,33539,0,0
5,StockLevel,1547805708.047854,4852,3,0
1,NewOrder,1547805708.052720,28332,3,0
1,NewOrder,1547805708.057529,23512,5,0
1,NewOrder,1547805708.057554,23488,9,0
1,NewOrder,1547805708.057555,23739,7,0
1,NewOrder,1547805708.057571,23905,6,0
2,Payment,1547805708.057695,23369,1,0
1,NewOrder,1547805708.070797,19173,4,0
2,Payment,1547805708.070848,19201,8,0
1,NewOrder,1547805708.070864,19453,2,0
2,Payment,1547805708.081053,19149,9,0
1,NewOrder,1547805708.081053,19150,5,0
1,NewOrder,1547805708.081062,28635,3,0
