Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
1,NewOrder,1547771702.136479,16832,2,0
2,Payment,1547771702.144872,202714,4,0
2,Payment,1547771702.153320,403256,2,0
1,NewOrder,1547771702.162042,25153,5,0
1,NewOrder,1547771702.170140,25557,1,0
2,Payment,1547771702.178644,76511,8,0
2,Payment,1547771702.187205,51247,5,0
1,NewOrder,1547771702.195653,17113,0,0
1,NewOrder,1547771702.195706,17043,1,0
1,NewOrder,1547771702.204338,25527,7,0
2,Payment,1547771702.212763,411331,1,0
1,NewOrder,1547771702.212775,17212,0,0
2,Payment,1547771702.221326,301340,3,0
3,OrderStatus,1547771702.229874,1915,7,0
2,Payment,1547771702.229999,209104,0,0
1,NewOrder,1547771702.231806,14875,7,0
2,Payment,1547771702.238464,520525,5,0
2,Payment,1547771702.246693,58643,7,0
2,Payment,1547771702.255164,200915,8,0
2,Payment,1547771702.272198,217063,9,0
2,Payment,1547771702.305344,301742,7,0
1,NewOrder,1547771702.330700,83130,6,0
2,Payment,1547771702.347597,191935,4,0
2,Payment,1547771702.413840,252107,6,0
2,Payment,1547771702.439113,151096,0,0
1,NewOrder,1547771702.456090,58232,8,0
1,NewOrder,1547771702.489271,41716,9,0
2,Payment,1547771702.514341,50389,8,0
1,NewOrder,1547771702.522677,25152,3,0
2,Payment,1547771702.530999,168675,9,0
1,NewOrder,1547771702.539547,16870,4,0
